__CMPropertiesMigrationsHistory	2	6
__EFMigrationsHistory	2	3
ActionButtons	4	9
ActionTemplate	4	8
Activities	7	0
ActivityWiseMaintenanceTypes	8	0
Admin_CheckCategoryWiseAvailability_PreventOverbooking	5	47
Admin_ExtraPostingIssues	2	0
Admin_Folio_RatesUpdated	1	0
Admin_LockedTransactions	20	70744
Admin_LongRunningTransactionsDoNotKill	2	0
Admin_MissingFoliosHeaders_Created_Log	6	22
Admin_Nav_AreasWisePages	10	412
Admin_Nav_AreasWisePages_HotelSigiriya	10	0
Admin_Nav_AreasWisePages2	9	322
Admin_Nav_MainNavigations	8	10
Admin_Nav_MainNavigations_Original	7	0
Admin_Nav_MainNavigationWiseAreas	9	50
Admin_Nav_MainNavigationWiseAreas_Original	9	0
Admin_Navigations	9	165
Admin_SummaryStatExecutions	5	5957
Admin_tbaEmails	3	1595
Admin_TempFolioDuplicates_Details	25	0
Admin_TempFolioDuplicates_Taxes	13	0
AdvanceMigration_Inserted_20211204	6	0
AdvanceMigration_NotInserted__20211204	4	0
AdvancePaymentLinks	28	0
AdvanceRequestDetails	6	0
AdvanceRequestHeaders	10	0
AdvanceRequestOnline	28	0
AdvanceRequestOnline_History	26	0
AdvanceRequestOnlineEmails	19	0
AdvanceRequestOnlinePayment	16	0
AdvanceRequestOnlinePaymentResponse	41	0
AdvanceRequestOnlinePaymentResponseTransactionSearches	5	0
AdvanceRequestResponses	8	0
Alergic	11	0
AlertProcesses	6	41
AlertTypes	11	9
Allergies	2	0
Allotment_M_Save_Params	18	976
AllotmentDetails	8	1325
AllotmentHeaders	20	160
AllotmentReconcileUpdate_Log	10	0
ArrivalMealTimes	7	0
Assests	11	0
AssestTypes	7	0
AssetWiseMaintenanceTypes	9	0
Attributes	3	3
BedTypes	8	4
BedTypeWiseProperties	2	3
BEFOREDELETE	32	0
BillHeader	47	0
BillSettlementDetails	23	113844
BillSettlementDetails_11062025	22	1
BillSettlementDetails_AgentCorrected_20220325	20	0
BillToRoomLog	3	0
BillTrans	43	0
billUserLog	5	0
BOBSegments	8	6
BOBSegments_Log	10	3
BOBSegmentWisePMSSegments	8	9
BOBSegmentWisePMSSegments_Log	6	21
BookingSettings	32	12
BookingSourceDetails	7	0
BookingSources	10	10
BookingWhizz_M_GuestProfiles_ToSync	9	107838
BookingWhizz_M_Reservations_ToSync	9	3494937
BookingWhizz_M_Stay_ToSync	9	0
Budget	10	0
BudgetAllocationCategories	3	12
BudgetAllocations	11	0
BudgetAllocations_Log	13	0
CacheSignals	3	0
CallTxn	15	0
CancellationPolicies	14	41
CancellationReasons	7	7
CancelledReservationLog	7	95632
CashierwiseOutlet	3	0
CategoryComNameWise	3	0
CategoryWiseKI	3	0
ChangeStay_Log	10	1782
ChannelManagerSettings	12	1
ChargeCodes	12	18
Check_IsExistsDuplicate_DocumentNo_BeforeInsert	6	96193
CheckedOutReservationDetails	31	251808
CheckedOutReservationDetails_BeforeUpdateNewlyAddedColumns	27	0
CheckedOutReservationHeaders	61	95573
CheckedOutReservationProfiles	5	135041
CityLedgerLog	10	13482
CMAvailabilityResponses	5	0
CMOTA	4	0
CMReservation	17	0
CMReservation_Log	17	0
CMReservationCancellationRequest	5	0
CMReservationRequest	5	0
CMReservationRooms	14	0
CMReservationRooms_Log	14	0
CMReservationUpdate	17	0
CMReservationUpdateRequest	5	0
CMReservationUpdateRooms	13	0
CMUpdateRanges	8	102392
Colors	6	18
CommunicationTypes	3	4
Companies	50	1220
Companies_Approvals	55	1796
Companies_Approvals_Base	55	323
CompaniesWiseProperties	2	1
CompanyActivityLog	9	4940
CompanyCategories	3	0
CompanyEmailTemplates	3	1
CompanyProfileTypes	9	11
CompanyProfileTypeWiseSegments	5	0
CompanyWiseContact	8	5
CompanyWiseContactDetails	15	0
CompanyWiseConversion	7	0
CompanyWiseMarkets	8	98
CompanyWiseRateCodes	8	158
CompanyWiseRateCodes1	8	0
CompanyWiseRates	11	9
CompanyWiseRepresentative	13	0
CompanyWiseSegments	8	18
ComplainAssignees	6	0
ComplainCategories	4	20
ComplainLog	11	0
Complains	11	0
ComplainTypes	10	20
ComplimentaryReasons	6	11
CompReasons	2	0
Core_ProfitCenterChargePrices	15	0
Core_ProfitCenterChargeType	11	0
Core_ProfitCenterItemCategories	10	0
Core_ProfitCenterItems	11	0
Core_ProfitCenterPackageDetail	11	0
Core_ProfitCenterPackageHeader	12	0
Core_ProfitCenters	13	0
Core_ProfitCenterTransactionDetail	14	0
Core_ProfitCenterTransactionHeader	12	0
Core_ProfitCenterTransactionPayment	7	0
Core_ProfitCenterTransactionTax	8	0
Core_ProfitroomRatePushLog	16	6554
Core_SpaBed	9	0
Core_SpaBedOutOfOrder	13	0
Core_SpaDailyTimeSlotConfig	8	0
Core_SpaReservationBillSettlement	15	0
Core_SpaReservationDetails	24	0
Core_SpaReservationDetailWiseTax	8	0
Core_SpaReservationHeader	25	0
Core_SpaReservationPosting	18	0
Core_SpaReservationWiseTherapists	5	0
Core_SpaReservationWiseTimeSlots	6	0
Core_SpaTimeSlotTemplate	5	0
Core_Therapist	9	0
Core_TimeSlotMaster	5	56
Countries	18	251
Countries_Araliya	18	252
Country	17	0
CreditAndDebitNotesDetails	31	0
CreditAndDebitNotesSettlements	11	0
CreditAndDebitNotesWiseTaxes	10	0
CreditOrDebit_FolioDetails	33	30
CreditOrDebit_FoliowiseTaxDetails	14	75
CreditOrDebit_txnTaxes	9	78
CRM_CampaignDetails	7	0
CRM_CampaignHeaders	9	0
CRM_DynamicSearch	10	0
CRM_EmailTemplate	10	0
CRM_Menues	6	0
CRM_W_Paras	4	0
Currencies	12	156
CurrencyConversion	8	1848
CurrencyConversionHistory	10	7893
CurrencyEncashment	22	7176
CurrencyEncashmentVoid	22	82
DamageRequest	18	0
DamageRequestApproval	9	0
DamageRequestApproval_History	10	0
DamageRequestHeader	8	0
DamageRequestHeader_History	8	0
DashboardAPI_ColorCodes	2	8
DashboardAPI_CommonFormat	50	103
DashboardAPI_CommonFormat_bkup	50	99
DashboardAPI_Menues	8	35
DashboardAPI_Menues_bkup	8	33
DayEnd_CompleteDayEnd_SP_ExecutionSteps	6	148623
Dayend_GL_BillSettlementDetails	38	112857
Dayend_GL_ExtraPostingDetails	39	229236
Dayend_GL_ExtraPostingDetailWiseTaxes	16	641898
Dayend_GL_ExtraPostingSettlements	19	228643
Dayend_MealWiseMealAllocation_Log	10	740236
Dayend_RevenueAndOccupancySummary_Executions	10	132849
DayEnd_T_VerifiedRoomRate	17	0
DayEnd_UpdateHotelDate_History	8	0
DayEndCompleteTime	12	5569
DayEndCompleteTimeWithUniqueId	6	0
DayEndCurrencyConversion	9	8907052
DayEndDayEndStepCompletion	8	0
DayEndDayEndStepCompletion_History	10	28017
DayEndDayEndStepCompletion_History_20240306	10	0
DayEndGLPostingBlocks	6	0
DayEndRoomPickup	14	174491
DayEndRoomStatus	7	5260287
DayEndSummary	61	10058
DayEndSummaryGuestLedger	26	382626
DayEndSummaryGuestLedger_01122024	26	35052
DayEndSummaryGuestLedger_AiAgents	29	0
DayEndSummaryGuestLedger_Base_060820224	26	954
DaysOfWeek	2	14
Departments	12	68
Designations	8	40
DirectPrint_CreateDocument_Requests	11	0
DiscountDetails	8	0
DiscountHeader	26	0
DocumentCategories	5	3
DocumentNumbers	6	471
DocumentNumbers_23092024	6	83
DocumentProcess	3	2
DocumentProcessWiseDocument	9	6
DoorLockEvent	26	0
DoorLockEvent_KeyCodeEncorders	3	0
DoorLockEvent_Log	27	0
DoorLockEventDelete	22	0
DowntimeReportPendingFoliosSchedules	4	0
DowntimeReportPendingFoliosSchedules_4hoursTimeLapseEmailSends	5	0
Duplicate_Advances_ADV0000307	25	0
EmailLog	11	0
EmailSettings	17	17
EmailTypes	6	2
Employees	10	21
EmployeesWiseProperties	2	0
EventReservationDetails	12	0
EventReservations	12	0
ExtensionGroups	8	42
Extensions	10	67
Extensions_Base	10	0
ExtraPosting_T_Void_ByDocumentNo_SP_Para	5	1519
ExtraPostingDetails	32	229893
ExtraPostingDetails_20230317	30	0
ExtraPostingDetails_BeforeUpdate	32	0
ExtraPostingDetails_BySachith_test	30	0
ExtraPostingDetails_History	32	0
ExtraPostingDetails_R2R_Transfered	35	23663
ExtraPostingDetailWiseTaxes	10	643680
ExtraPostingDetailWiseTaxes_History	10	0
ExtraPostings_T_Void_SP_Para	5	2184
ExtraPostingSettlements	13	229285
ExtraPostingSettlements_History	13	0
ExtraPostingSettlements_LaterSettlements	11	0
FinalSelectGuestProfiles	27	0
Floors	10	33
FloorsWiseProperties	2	9
FOGuestLedger	18	0
Folio_TransferLog	14	52400
FolioCreation_TempDate	3	0
FolioDetailMissedFolioWiseTaxDetails	16	34
FolioDetails	31	4402
FolioDetails_24082025	31	2
FolioDetails_BeforeInsertFolio	31	15388
FolioDetails_BeforeRemoval	31	5073
FolioDetails_bk	24	0
FolioDetails_FolioRemoval_Deleted	26	0
FolioDetails_JKG0000268	24	0
FolioDetails_JLK0016654	24	0
FolioDetails_R2R_Transfered	33	131879
FolioDetails_StayChange_Log	36	376779
FolioDetails_TEMP_20220309	24	0
FolioDetailsBeforeDelete	31	4
FolioDetailsHistory	31	477469
FolioDetailsHistory280383	31	1
FolioDetailsMigrationCorrection	5	0
FolioDetailsWiseDiscounts	14	0
FolioHeader	12	405
FolioHeader_BeforeRemoval	14	1011
FolioHeader_FolioRemoval_Deleted	12	0
FolioHeader_JKG0000268	12	0
FolioHeader_R2R_Transfered	14	86611
FolioHeaderHistory	12	107863
FolioInvoiceNameChangeHistory	8	333
FolioManagementSideButtons	12	19
FolioWiseDiscount	9	0
FolioWisePostingBreakUp	22	866267
folioWisePostingBreakUP_05_03_2023_13	22	0
FolioWisePostingBreakUp_Backup2023_04_26	22	0
FolioWisePostingBreakUp_BeforeDayend	13	0
FolioWisePostingBreakUpTemp	10	0
FolioWisePostingBreakUpWiseTax	15	688745
FoliowiseTaxDetails	16	12432
FoliowiseTaxDetails_03042019	9	0
FoliowiseTaxDetails_2025_01_20	16	8798
FoliowiseTaxDetails_BeforeInsertFolio	16	0
FoliowiseTaxDetails_BeforeRemoval	18	13382
FoliowiseTaxDetails_FolioRemoval_Deleted	14	0
FoliowiseTaxDetails_JKG0000268	13	0
FoliowiseTaxDetails_R2R_Transfered	17	374142
FoliowiseTaxDetails_StayChange_Log	21	1129872
FoliowiseTaxDetails_TEMP_20220309	13	0
FolioWiseTaxDetailsBeforeDelete	16	8
FoliowiseTaxDetailsHistory	16	1308841
FolioWiseTaxDetailsHistory280383	16	3
FoliowiseTaxDetailsHistoryJKG0011659	14	0
FOSettings	77	12
FrontOfficeInventory	11	2
FrontOfficeInventoryWiseProperties	2	0
FrontOfficeNotifications	9	3
FrontOfficeRoomStatus	13	5
FrontOfficeRoomStatusWiseProperties	2	0
FrontOfficeStatusWiseHouseKeepingStatus	4	12
FullCottage	6	3
FutureReservationInsert	6	634
FutureReservationInsert_CalmResort	6	453
FutureReservationInsert_DickwelaResort	6	603
FutureReservationInsert_Paradise	6	780
FutureRoomCategoryUpdateBackup	6	44
GEN_ErrTable	8	131424
Genders	4	3
GL_Posting_Detail_Log	11	11146
GL_POSTING_ErrTable	9	1964
GL_Posting_SP_List	3	23
GL_Posting_SP_ReCall_Log	7	0
GL_Posting_Summary_Log	10	0
GuestActivityLog	8	0
GuestAlergic	9	0
GuestComplainWiseAssignees	16	0
GuestMaster	76	0
GuestMessages	12	0
GuestNoteTypes	8	0
GuestPaymentModes	7	4
GuestPortal_A_UserDetails_Update_Params	22	175
GuestPortal_ActionTypes	5	41
GuestPortal_AdvancePaymentPercentages	4	6
GuestPortal_AdvancePaymentRequests	29	0
GuestPortal_Allergies	3	10
GuestPortal_API_EmailSend_Logs	15	0
GuestPortal_CheckInValidation	8	8
GuestPortal_Documents	9	72
GuestPortal_EmailSettings	24	0
GuestPortal_EmailTemplateContent	35	3
GuestPortal_EmailTemplateTypes	4	66
GuestPortal_ErrorLogs	4	60
GuestPortal_FeedbackAnswers	8	135
GuestPortal_FeedbackCategories	6	6
GuestPortal_FeedbackQuestionTypes	12	31
GuestPortal_FeedbackRates	8	5
GuestPortal_FolioDetails_Settlements	25	0
GuestPortal_FolioHeader_Settlements	20	0
GuestPortal_FoliowiseTaxDetails_Settlements	15	0
GuestPortal_GRC	18	0
GuestPortal_GuestComplaintActionTypes	3	0
GuestPortal_GuestComplaints	18	18
GuestPortal_GuestComplaintTypes	8	0
GuestPortal_GuestComplaintWiseActions	8	0
GuestPortal_GuestNotifications	15	49
GuestPortal_GuestNotificationTypes	3	1
GuestPortal_GuestPortal_A_SavePOSOrder_Para	7	34
GuestPortal_GuestProfileWiseAllergies	5	23
GuestPortal_GuestProfileWiseMealPreferences	5	12
GuestPortal_HotelPromotions	12	5
GuestPortal_LaundryDetails	18	62
GuestPortal_LaundryHeaders	13	36
GuestPortal_Logins	27	217
GuestPortal_Logins_Logs	7	0
GuestPortal_MealPreferences	3	11
GuestPortal_MobilePOSDocuments	5	142
GuestPortal_MobilePOSSendDocument_Logs	13	143
GuestPortal_Notifications	25	390
GuestPortal_Pages	14	34
GuestPortal_Pages_2025_11_14	13	34
GuestPortal_Pages_Old	13	0
GuestPortal_PaymentGateWaySettings	46	1
GuestPortal_PaymentResponses	37	0
GuestPortal_POS_SendDocumentLogs	13	0
GuestPortal_POSCategories	11	0
GuestPortal_POSItems	61	0
GuestPortal_POSItemWiseImages	5	0
GuestPortal_POSOrderDetail	7	7
GuestPortal_POSOrderHeader	14	7
GuestPortal_POSOrderHeaderWiseStatuses	6	0
GuestPortal_Posting	23	0
GuestPortal_Preferences	10	0
GuestPortal_ProcessWiseEmailSMSSettings	7	8
GuestPortal_PropertySettings	35	3
GuestPortal_QrCodes	15	25
GuestPortal_QuickCheckInUpdate_Params	7	11
GuestPortal_ReportSettings	9	0
GuestPortal_RequestTypes	13	37
GuestPortal_RequestWiseActions	10	139
GuestPortal_RoomRequest	16	39
GuestPortal_RoomRequestActionTypes	3	0
GuestPortal_RoomRequestWiseActions	8	0
GuestPortal_ServiceInformationDetails	3	4
GuestPortal_ServiceInformationHeaders	5	5
GuestPortal_SettleBillParams	12	0
GuestPortal_StayChangeRequest	29	0
GuestPortal_T_AdvanceRequestOnline_Save_Params	19	0
GuestPortal_Transports	22	5
GuestPortal_TransportTypes	3	0
GuestPortal_VButlerInvitations	20	306
GuestPortal_VisitPlaces	10	7
GuestPortal_WakeupCalls	14	4
GuestPreferences	10	0
GuestProfiles	34	390261
GuestProfiles_BackupBeforeDelete	32	0
GuestProfiles_Search	19	401077
GuestProfiles_Search_BackupBeforeDelete	15	0
GuestProfileTypes	6	5
GuestProfileWiseAllergies	7	133
GuestProfileWiseCommunicationDetails	9	798855
GuestProfileWiseCommunicationDetails_BackupBeforeDelete	9	0
GuestProfileWiseCommunicationDetails_BeforeDelete	9	1590
GuestProfileWiseGuestSignature	4	2
HistoryKitchenQueue	29	0
HK_AppNotifications	15	5
HK_AppNotifications_Viewed	15	79305
HK_GuestProfile_UpdateWithAllergies_Params	5	427
HK_HouseKeeping_Status_Update_Log	7	35162
HK_NHKM_AdditionalHouseKeepingTasks	11	3
HK_NHKM_CommonAreas	11	4
HK_NHKM_CommonAreaStatuses	11	3
HK_NHKM_HotelDateWiseRoomBoyAttendance	13	50
HK_NHKM_LinenManualChangeEntries	9	1
HK_NHKM_RoomWiseRoomBoyWiseAddtionalHouseKeepingTasks	4	8
HK_OutstandingStatementPreview	7	9
HK_OutstandingStatementPreview_Log	8	4
HK_TaskReportSavedRecords	43	27
HKCheckListItems	4	29
HKDocuments	28	70
HKDocumentSendingMethods	5	2
HKDocumentsWiseParameters	4	467
HKDocumentTypes	7	8
HKQueueReservations	13	0
HKQueueReservations_Log	15	0
HKRoomBoyWiseRoomChecklistProgress	20	151
HKRoomBoyWiseRoomChecklistProgress_Log	20	455
HKRoomCategoryWiseCheckListItemWithDefaultValues	10	174
HKSettings	15	12
Housekeeping_CleaningPatterns	4	2
HouseKeeping_ProcessWiseStatusChanges	7	11
Housekeeping_RoomWiseRoomBoys	11	78
Housekeeping_RoomWiseRoomBoys_Log	11	199472
Housekeeping_SupervisorWiseRooms	9	38
Housekeeping_SupervisorWiseRooms_Log	11	25621
HouseKeepingStatus	14	14
HouseKeepingStatusUpdate_Log	7	1202061
HouseKeepingStatusUpdate_TXN	6	671535
IBE_ADMIN_Bookings	18	2
IBE_ADMIN_Facilities	5	12
IBE_ADMIN_FaqItems	5	9
IBE_ADMIN_HeroSlides	6	5
IBE_ADMIN_Offers	10	3
IBE_ADMIN_PolicyGroups	6	13
IBE_ADMIN_RoomImages	6	14
IBE_ADMIN_Rooms	11	5
IBE_ADMIN_SiteSettings	18	1
IBE_ADMIN_Users	8	1
IBESliderImages	11	0
InHouseReservationDetails	31	3916
InHouseReservationDetails_BeforeComplimentaryChange	28	9915745
InHouseReservationDetails_BeforeUpdateNewlyAddedColumns	27	0
InHouseReservationDetails_StayChange_Log	35	36897
InhouseReservationHeaders	61	350
InHouseReservationProfiles	5	547
InventoryItems	8	0
InventoryItemsWiseProperties	2	0
InvoicePrintCopies	7	0
ItemBreakDown	7	0
ItemCategory	4	6
ItemCategory_History	5	0
itemWiseKotRemarks	9	0
JobExecutionRegistry	27	0
Jobs	15	0
JobStatus	7	0
JobType	6	0
JobWiseNotes	10	0
JobWiseStaffAllocation	7	0
KDSSettings	17	0
KDSummaryDetails	4	0
KitchenQueue	29	0
KithchenDisplay	38	0
Languages	8	4
Laundry_txnDetails	10	10568
Laundry_txnHeader	12	1876
Laundry_txnPayments	5	1871
Laundry_txnTaxes	7	31704
LaundryChargeTypes	9	3
LaundryItemCategories	10	6
LaundryItemPriceTypes	4	2
LaundryItems	9	155
LaundryItemWiseCategoryWiseChargeTypeWisePricing	8	1503
LaundryPatterns	9	3
LaundryWisePosting_M_Save_SP_Para_temp	11	0
LinenChangeLogs	7	7
Location	19	3
Location_Ref_old	29	0
Locations_old	3	0
LockedOrders	5	0
LostAndFound	26	448
LostAndFoundActions	7	6
LostAndFoundLocations	8	6
LostAndFoundRelatedImages	5	600
LostAndFoundTypes	7	4
MaintenanceSettings	3	0
MaintenanceTypes	7	0
ManuallyAddedDayEndCompleteTime	5	0
Markets	11	72
MarketWiseProperties	3	456
MarketWisePropertiesLog	3	504
MealDeal_CatRef	3	0
MealPlanRef	16	0
MealPlans	23	60
MealPlans_123	23	1
MealPlansWiseProperties	2	0
MealPlanWiseArrivalDepartureMealPlanWiseApplicableMeals	8	480
MealPlanWiseArrivalDepartureMeals	4	55
MealReservationAdvanceRequestHeaders	10	0
MealReservationAdvanceRequestResponses	8	0
MealReservations	30	187
MealReservationWiseAdvancePayments	19	132
Meals	7	5
MealTimes	9	0
MealWiseMealAllocation	7	188
MealWiseMealAllocation_Log	9	144
MealWiseRates	5	0
MemeberWiseBillSettlementDetails	24	0
MemeberWiseReservationDetails	7	0
MenuItem	8	0
MenuItemImages	6	0
MenuItemInfo	6	0
MenuItems	4	0
MenuItemsWiseKitchenDispllaySetup	9	0
MenuItemWiseAlternatives	9	0
MenuItemWiseAlternatives_History	10	0
Migration_ReservationHeaders_Dolphin	61	4925
Migration_ReservationHeaders_Sigiriya	61	11651
Migration_ReservationHeaders_Thaala	61	2935
MissingReferenceFolioDetailRoomIdMissings	4	0
MissingReferenceFolioHeaderFolioCompanyMissings	4	0
MissingReferenceFolioHeaderRoomIdMissings	4	0
MissingReferenceGuestProfilesSatutaionMissing	3	0
Mobile_ControlLog	9	0
Mobile_ErrorLog	9	0
Mobile_MessageLog	9	0
mobileErrExceptions	5	0
MobileOutletWisePrinters	6	0
ModuleCategories	6	0
ModuleCategoryWiseItem	8	0
ModuleCategoryWiseTXN	12	0
Months	2	12
Nationalities	10	195
NationalityTemp	1	0
NewPropertyLogos	3	4
Notes	13	0
Notification_EmailSettings	7	0
Notification_Parameters	5	0
Notification_ParameterValues	20	0
Notification_Template_Schedule	8	0
Notification_Template_Types	9	0
Notification_Templates	8	0
OccupancyPropertyConfig	19	12
orderType	3	6
OutletWisePrinters	3	0
OutletWisePrinterType	6	0
OutOfOrderReasons	8	34
OutOfOrderTXN	13	1429
PackageCategories	2	0
PackageDetails	17	37
PackageHeaders	13	1
PackageHeadersWiseProperties	2	19
PaymentGateWaySettings	46	0
PaymentModes	26	95
PaymentModes_23July2025	26	90
PaymentModeWiseProperties	3	157
PaymentModeWiseProperties_23July2025	3	181
PaymentModeWisePropertiesLog	3	4
PaymentTypes	20	13
PayTrans	11	0
PendingBills	7	0
PendingKOT	8	0
PMSSegments_BudgetAllocation	13	16
PMSSegments_BudgetAllocation_Log	14	10
Posting_InHouse_T_Save_GeneratedDocumentNos	7	96353
Posting_InHouse_T_Save_SP_Para	7	215592
PostingCategories	10	15
PostingCategoryWiseProperties	2	5
PostingData_Log	9	0
PostingRhythms	8	4
PostingTypes	20	101
PostingTypesWiseCurrency	5	400
PostingTypesWiseCurrencyOld	5	0
PostingTypeWiseProperties	2	165
Preferences	8	0
PreventiveMaintananceScedule	12	0
PreventiveMaintenanceSceduleWiseStaffAllocation	7	0
PrinterSetup	9	1
